Year,Program,Category,Expense,Revenue
2010,"Policy, Planning, Finance & Administration",Other Expenditures,,
2010,"Policy, Planning, Finance & Administration",Other Subsidies,,
2010,"Policy, Planning, Finance & Administration",Provincial Subsidies,,714800
2010,"Policy, Planning, Finance & Administration",Salaries And Benefits,20431400,
2010,"Policy, Planning, Finance & Administration",Service And Rent,1538700,
2010,"Policy, Planning, Finance & Administration",Sundry and Other Revenues,,10000
2010,"Policy, Planning, Finance & Administration",Transfers from Capital Fund,,2292300
2010,"Policy, Planning, Finance & Administration",User Fees & Donations,,
2011,"Policy, Planning, Finance & Administration",Contribution From Reserves/Reserve Funds,,
2011,"Policy, Planning, Finance & Administration",Contribution From Reserves/Reserve Funds,,
2011,"Policy, Planning, Finance & Administration",Contributions to Capital,,
2011,"Policy, Planning, Finance & Administration",Contribution To Reserves/Reserve Funds,198000,
2011,"Policy, Planning, Finance & Administration",Equipment,268100,
2011,"Policy, Planning, Finance & Administration",Federal Subsidies,,
2011,"Policy, Planning, Finance & Administration",Inter-Divisional Charges,1101300,
2011,"Policy, Planning, Finance & Administration",Inter-Divisional Recoveries,,10728300
2011,"Policy, Planning, Finance & Administration",Materials & Supplies,1338900,
2011,"Policy, Planning, Finance & Administration",Other Expenditures,,
2011,"Policy, Planning, Finance & Administration",Other Subsidies,,
2011,"Policy, Planning, Finance & Administration",Provincial Subsidies,,
2011,"Policy, Planning, Finance & Administration",Salaries And Benefits,20002200,
2011,"Policy, Planning, Finance & Administration",Service And Rent,1330300,
2011,"Policy, Planning, Finance & Administration",Sundry and Other Revenues,,10000
2011,"Policy, Planning, Finance & Administration",Transfers from Capital Fund,,2292300
2011,"Policy, Planning, Finance & Administration",User Fees & Donations,,
2012,"Policy, Planning, Finance & Administration",Contribution From Reserves/Reserve Funds,,
2012,"Policy, Planning, Finance & Administration",Contribution From Reserves/Reserve Funds,,
2012,"Policy, Planning, Finance & Administration",Contributions to Capital,,
2012,"Policy, Planning, Finance & Administration",Contribution To Reserves/Reserve Funds,121500,
2012,"Policy, Planning, Finance & Administration",Equipment,204100,
2012,"Policy, Planning, Finance & Administration",Federal Subsidies,,
2012,"Policy, Planning, Finance & Administration",Inter-Divisional Charges,1093100,
2012,"Policy, Planning, Finance & Administration",Inter-Divisional Recoveries,,9959500
2012,"Policy, Planning, Finance & Administration",Materials & Supplies,1271800,
2012,"Policy, Planning, Finance & Administration",Other Expenditures,0,
2012,"Policy, Planning, Finance & Administration",Other Subsidies,,
2012,"Policy, Planning, Finance & Administration",Provincial Subsidies,,
2012,"Policy, Planning, Finance & Administration",Salaries And Benefits,18647900,
2012,"Policy, Planning, Finance & Administration",Service And Rent,765600,
2012,"Policy, Planning, Finance & Administration",Sundry and Other Revenues,,
2012,"Policy, Planning, Finance & Administration",Transfers from Capital Fund,,2292300
2012,"Policy, Planning, Finance & Administration",User Fees & Donations,,
2014,Property Tax,Special Levy for Scarborough Subway,12207000,
2014,Property Tax,Property Tax,,3762089651
2014,Property Tax,Special Levy for Scarborough Subway,,12207000
2013,"Shelter, Support & Housing Admin",Salaries And Benefits,66742811.49,
2013,"Shelter, Support & Housing Admin",Materials & Supplies,4439161.84,
2013,"Shelter, Support & Housing Admin",Equipment,210821.62,
2013,"Shelter, Support & Housing Admin",Service And Rent,68284497.9,
2013,"Shelter, Support & Housing Admin",Contribution To Reserves/Reserve Funds,1170159.66,
2013,"Shelter, Support & Housing Admin",Other Expenditures,543670038.5,
2013,"Shelter, Support & Housing Admin",Inter-Divisional Charges,1014583.08,
2013,"Shelter, Support & Housing Admin",Inter-Divisional Recoveries,,11250
2013,"Shelter, Support & Housing Admin",Provincial Subsidies,,145088321.3
2013,"Shelter, Support & Housing Admin",Federal Subsidies,,172480569.4
2013,"Shelter, Support & Housing Admin",Other Subsidies,,113935600
2013,"Shelter, Support & Housing Admin",User Fees & Donations,,922400
2013,"Shelter, Support & Housing Admin",Transfers from Capital Fund,,68100
2013,"Shelter, Support & Housing Admin",Contribution From Reserves/Reserve Funds,,34514417.68
2013,"Shelter, Support & Housing Admin",Sundry and Other Revenues,,696845
2010,"Shelter, Support & Housing Administration",Contribution From Reserves/Reserve Funds,,19237700
2010,"Shelter, Support & Housing Administration",Contribution From Reserves/Reserve Funds,,29425500
2010,"Shelter, Support & Housing Administration",Contributions to Capital,,
2010,"Shelter, Support & Housing Administration",Contribution To Reserves/Reserve Funds,1123700,
2010,"Shelter, Support & Housing Administration",Equipment,602200,
2010,"Shelter, Support & Housing Administration",Federal Subsidies,,186552800
2010,"Shelter, Support & Housing Administration",Inter-Divisional Charges,898600,
2010,"Shelter, Support & Housing Administration",Inter-Divisional Recoveries,,6000
2010,"Shelter, Support & Housing Administration",Materials & Supplies,5137600,
2010,"Shelter, Support & Housing Administration",Other Expenditures,788318900,
2010,"Shelter, Support & Housing Administration",Other Subsidies,,39751000
2010,"Shelter, Support & Housing Administration",Provincial Subsidies,,386855500
2010,"Shelter, Support & Housing Administration",Salaries And Benefits,63924100,
2010,"Shelter, Support & Housing Administration",Service And Rent,65690300,
2010,"Shelter, Support & Housing Administration",Sundry and Other Revenues,,2646300
2010,"Shelter, Support & Housing Administration",Transfers from Capital Fund,,1600000
2010,"Shelter, Support & Housing Administration",User Fees & Donations,,921400
2011,"Shelter, Support & Housing Administration",Contribution From Reserves/Reserve Funds,,3348600
2011,"Shelter, Support & Housing Administration",Contribution From Reserves/Reserve Funds,,37636200
2011,"Shelter, Support & Housing Administration",Contributions to Capital,,
2011,"Shelter, Support & Housing Administration",Contribution To Reserves/Reserve Funds,1115700,
2011,"Shelter, Support & Housing Administration",Equipment,385000,
2011,"Shelter, Support & Housing Administration",Federal Subsidies,,180312300
2011,"Shelter, Support & Housing Administration",Inter-Divisional Charges,908200,
2011,"Shelter, Support & Housing Administration",Inter-Divisional Recoveries,,6200
2011,"Shelter, Support & Housing Administration",Materials & Supplies,4975800,
2011,"Shelter, Support & Housing Administration",Other Expenditures,779640800,
2011,"Shelter, Support & Housing Administration",Other Subsidies,,26501000
2011,"Shelter, Support & Housing Administration",Provincial Subsidies,,372130800
2011,"Shelter, Support & Housing Administration",Salaries And Benefits,64235200,
2011,"Shelter, Support & Housing Administration",Service And Rent,65543100,
2011,"Shelter, Support & Housing Administration",Sundry and Other Revenues,,2797900
2011,"Shelter, Support & Housing Administration",Transfers from Capital Fund,,1200000
2011,"Shelter, Support & Housing Administration",User Fees & Donations,,922400
2012,"Shelter, Support & Housing Administration",Contribution From Reserves/Reserve Funds,,
2012,"Shelter, Support & Housing Administration",Contribution From Reserves/Reserve Funds,,34529761
2012,"Shelter, Support & Housing Administration",Contributions to Capital,0,
2012,"Shelter, Support & Housing Administration",Contribution To Reserves/Reserve Funds,1156138.5,
2012,"Shelter, Support & Housing Administration",Equipment,300000,
2012,"Shelter, Support & Housing Administration",Federal Subsidies,,179232429.6
2012,"Shelter, Support & Housing Administration",Inter-Divisional Charges,1133500,
2012,"Shelter, Support & Housing Administration",Inter-Divisional Recoveries,,26000
2012,"Shelter, Support & Housing Administration",Materials & Supplies,4835000,
2012,"Shelter, Support & Housing Administration",Other Expenditures,654893768,
2012,"Shelter, Support & Housing Administration",Other Subsidies,,113935600
2012,"Shelter, Support & Housing Administration",Provincial Subsidies,,185847704
2012,"Shelter, Support & Housing Administration",Salaries And Benefits,63731100,
2012,"Shelter, Support & Housing Administration",Service And Rent,65187100,
2012,"Shelter, Support & Housing Administration",Sundry and Other Revenues,,2661265
2012,"Shelter, Support & Housing Administration",Transfers from Capital Fund,,288443
2012,"Shelter, Support & Housing Administration",User Fees & Donations,,922400
2014,"Shelter, Support & Housing Administration",Contribution To Reserves/Reserve Funds,1162721.73,
2014,"Shelter, Support & Housing Administration",Equipment,176550.87,
2014,"Shelter, Support & Housing Administration",Inter-Divisional Charges,1111569.16,
2014,"Shelter, Support & Housing Administration",Materials & Supplies,4270688.84,
2014,"Shelter, Support & Housing Administration",Other Expenditures,505028985.2,
2014,"Shelter, Support & Housing Administration",Salaries And Benefits,67202490.01,
2014,"Shelter, Support & Housing Administration",Service And Rent,68431016.26,
2014,"Shelter, Support & Housing Administration",Contribution From Reserves/Reserve Funds,,36675474.01
2014,"Shelter, Support & Housing Administration",Federal Subsidies,,166507179
2014,"Shelter, Support & Housing Administration",Inter-Divisional Recoveries,,37989783.43
2014,"Shelter, Support & Housing Administration",Other Subsidies,,75957066.67
2014,"Shelter, Support & Housing Administration",Provincial Subsidies,,131649625.8
2014,"Shelter, Support & Housing Administration",Sundry and Other Revenues,,37044.89
2014,"Shelter, Support & Housing Administration",Transfers from Capital Fund,,149616.18
2014,"Shelter, Support & Housing Administration",User Fees & Donations,,902400
2013,"Social Development, Finance & Administration",Salaries And Benefits,13713484.62,
2013,"Social Development, Finance & Administration",Materials & Supplies,119959.32,
2013,"Social Development, Finance & Administration",Equipment,24326.81,
2013,"Social Development, Finance & Administration",Service And Rent,2783024.63,
2013,"Social Development, Finance & Administration",Contribution To Reserves/Reserve Funds,112678.67,
2013,"Social Development, Finance & Administration",Other Expenditures,17724160,
2013,"Social Development, Finance & Administration",Inter-Divisional Charges,319489,
2013,"Social Development, Finance & Administration",Inter-Divisional Recoveries,,512100
2013,"Social Development, Finance & Administration",Provincial Subsidies,,2721061.86
2013,"Social Development, Finance & Administration",Federal Subsidies,,2530931.01
2013,"Social Development, Finance & Administration",Other Subsidies,,379110
2013,"Social Development, Finance & Administration",Contribution From Reserves/Reserve Funds,,46585
2013,"Social Development, Finance & Administration",Sundry and Other Revenues,,94027.1
2014,"Social Development, Finance & Administration",Contribution To Reserves/Reserve Funds,112678.66,
2014,"Social Development, Finance & Administration",Equipment,18608.99,
2014,"Social Development, Finance & Administration",Inter-Divisional Charges,300989,
2014,"Social Development, Finance & Administration",Materials & Supplies,99727.07,
2014,"Social Development, Finance & Administration",Other Expenditures,22414200,
2014,"Social Development, Finance & Administration",Salaries And Benefits,14174387.94,
2014,"Social Development, Finance & Administration",Service And Rent,3656259.78,
2014,"Social Development, Finance & Administration",Contribution From Reserves/Reserve Funds,,5063080
2014,"Social Development, Finance & Administration",Federal Subsidies,,1975491.46
2014,"Social Development, Finance & Administration",Inter-Divisional Recoveries,,561100
2014,"Social Development, Finance & Administration",Provincial Subsidies,,3155601.88
2014,"Social Development, Finance & Administration",Sundry and Other Revenues,,102158.11
2010,"Social Development, Finance & Administration",Contribution From Reserves/Reserve Funds,,
2010,"Social Development, Finance & Administration",Contribution From Reserves/Reserve Funds,,62300
2010,"Social Development, Finance & Administration",Contributions to Capital,,
2010,"Social Development, Finance & Administration",Contribution To Reserves/Reserve Funds,109871.1,
2010,"Social Development, Finance & Administration",Equipment,58400,
2010,"Social Development, Finance & Administration",Federal Subsidies,,5770001.3
2010,"Social Development, Finance & Administration",Inter-Divisional Charges,6268177,
2010,"Social Development, Finance & Administration",Inter-Divisional Recoveries,,751949
2010,"Social Development, Finance & Administration",Materials & Supplies,150460.52,
2010,"Social Development, Finance & Administration",Other Expenditures,11000,
2010,"Social Development, Finance & Administration",Other Subsidies,,
2010,"Social Development, Finance & Administration",Provincial Subsidies,,6663769.75
2010,"Social Development, Finance & Administration",Salaries And Benefits,15775337.9,
2010,"Social Development, Finance & Administration",Service And Rent,4168079.76,
2010,"Social Development, Finance & Administration",Sundry and Other Revenues,,
2010,"Social Development, Finance & Administration",Transfers from Capital Fund,,
2010,"Social Development, Finance & Administration",User Fees & Donations,,
2011,"Social Development, Finance & Administration",Contribution From Reserves/Reserve Funds,,
2011,"Social Development, Finance & Administration",Contribution From Reserves/Reserve Funds,,
2011,"Social Development, Finance & Administration",Contributions to Capital,,
2011,"Social Development, Finance & Administration",Contribution To Reserves/Reserve Funds,109871.1,
2011,"Social Development, Finance & Administration",Equipment,24800,
2011,"Social Development, Finance & Administration",Federal Subsidies,,5086299.02
2011,"Social Development, Finance & Administration",Inter-Divisional Charges,5298950,
2011,"Social Development, Finance & Administration",Inter-Divisional Recoveries,,749357
2011,"Social Development, Finance & Administration",Materials & Supplies,124907.8,
2011,"Social Development, Finance & Administration",Other Expenditures,,
2011,"Social Development, Finance & Administration",Other Subsidies,,
2011,"Social Development, Finance & Administration",Provincial Subsidies,,6722998.3
2011,"Social Development, Finance & Administration",Salaries And Benefits,15732187,
2011,"Social Development, Finance & Administration",Service And Rent,4059032.6,
2011,"Social Development, Finance & Administration",Sundry and Other Revenues,,
2011,"Social Development, Finance & Administration",Transfers from Capital Fund,,
2011,"Social Development, Finance & Administration",User Fees & Donations,,
